User_ID,Role,Region,Lead_Source,CRM_Action,Daily_Logins,Failed_Logins,Access_Hour,Device_Type,Data_Sensitivity,Policy_Compliance_Score,Anomaly_Score,Permission_Granted,Governance_Score,Access_Decision
2937,Sales Rep,East,Referral,EditLead,5,1,17,Managed,1,89.17,0.142,False,49.65,Block
2938,Sales Rep,North,Partner,ExportCRM,6,0,16,BYOD,5,72.1,0.29,False,38.0,Block
2939,Manager,North,Email,CreateOpportunity,8,0,18,BYOD,3,91.8,0.238,True,58.19,Review
2940,Analyst,West,Referral,EditLead,7,0,19,Managed,5,84.4,0.381,False,40.01,Block
2941,Admin,South,Email,EditLead,7,0,7,BYOD,5,79.67,0.495,True,45.5,Block
2942,Manager,East,Campaign,ViewLead,8,0,22,Managed,4,69.88,0.175,True,51.09,Block
2943,Analyst,North,Partner,ViewLead,10,1,7,Managed,5,85.39,0.213,True,52.55,Block
2944,Analyst,South,Web,EditLead,8,2,7,Managed,5,82.48,0.1,False,42.38,Block
2945,Analyst,South,Campaign,ExportCRM,2,1,10,BYOD,3,84.3,0.459,False,38.02,Block
2946,Support,East,Partner,ViewLead,9,0,19,Managed,1,81.95,0.161,True,58.66,Review
2947,Manager,North,Email,EditLead,5,0,22,Managed,3,90.46,0.091,True,61.39,Review
2948,Manager,South,Web,ViewLead,8,0,11,Managed,4,100.0,0.171,True,61.71,Review
2949,Admin,South,Web,EditLead,5,0,16,Managed,2,89.09,0.061,True,62.67,Review
2950,Analyst,North,Web,ViewLead,7,0,22,Managed,3,70.73,0.365,True,47.63,Block
2951,Analyst,West,Campaign,ViewLead,3,1,9,Managed,1,96.52,0.524,True,52.67,Block
2952,Manager,North,Web,ViewLead,5,0,18,Managed,1,91.68,0.248,True,59.9,Review
2953,Manager,North,Campaign,EditLead,7,1,10,BYOD,2,76.66,0.553,True,44.0,Block
2954,Admin,South,Campaign,CreateOpportunity,9,0,20,Managed,5,78.65,0.48,True,45.53,Block
2955,Sales Rep,North,Partner,CreateOpportunity,4,0,16,Managed,1,98.03,0.119,True,65.33,Review
2956,Support,West,Campaign,ApproveDiscount,4,1,18,Managed,1,68.19,0.169,False,41.63,Block
2957,Sales Rep,East,Email,ViewLead,6,1,9,BYOD,2,79.75,0.153,True,55.09,Block
2958,Support,North,Web,EditLead,9,1,8,Managed,5,65.42,0.101,False,38.37,Block
2959,Manager,East,Referral,ViewLead,1,0,10,Managed,3,84.26,0.1,True,58.99,Review
2960,Sales Rep,North,Email,ExportCRM,6,0,6,Managed,2,81.68,0.105,False,48.97,Block
2961,Sales Rep,South,Referral,EditLead,7,0,6,Managed,4,91.4,0.149,False,49.27,Block
2962,Support,East,Referral,EditLead,5,0,14,BYOD,4,88.84,0.289,False,44.86,Block
2963,Manager,North,Web,ViewLead,10,0,10,Managed,1,100.0,0.107,True,66.33,Review
2964,Analyst,North,Partner,ViewLead,12,3,10,Managed,5,78.03,0.188,True,46.62,Block
2965,Manager,East,Web,ViewLead,11,1,18,Managed,5,66.11,0.175,True,46.76,Block
2966,Sales Rep,North,Campaign,ViewLead,8,0,16,BYOD,4,87.4,0.186,True,56.93,Block
2967,Sales Rep,East,Email,EditLead,6,0,11,BYOD,2,78.08,0.293,False,43.01,Block
2968,Sales Rep,West,Web,ViewLead,6,0,8,Managed,1,66.03,0.163,True,53.03,Block
2969,Support,South,Partner,CreateOpportunity,4,1,9,Managed,4,87.85,0.148,True,56.06,Block
2970,Support,South,Referral,ViewLead,6,1,6,Managed,4,78.79,0.052,True,55.28,Block
2971,Sales Rep,North,Web,EditLead,7,0,11,Managed,3,78.02,0.147,False,45.64,Block
2972,Manager,North,Web,ViewLead,4,0,13,Managed,4,74.85,0.332,True,48.89,Block
2973,Sales Rep,North,Email,ViewLead,9,0,10,Managed,4,80.29,0.457,True,47.68,Block
2974,Sales Rep,North,Email,ViewLead,6,1,14,BYOD,3,84.34,0.302,True,51.97,Block
2975,Sales Rep,West,Campaign,CreateOpportunity,8,0,13,BYOD,3,70.52,0.121,True,53.65,Block
2976,Sales Rep,North,Referral,ExportCRM,9,1,10,BYOD,4,87.03,0.336,False,41.06,Block
2977,Support,East,Campaign,CreateOpportunity,7,1,6,Managed,1,94.5,0.073,True,63.24,Review
2978,Sales Rep,North,Referral,EditLead,11,0,12,BYOD,3,78.75,0.188,False,44.86,Block
2979,Manager,South,Referral,ViewLead,4,1,19,Managed,4,78.49,0.42,True,45.98,Block
2980,Manager,South,Referral,CreateOpportunity,10,0,10,BYOD,2,85.28,0.131,True,59.57,Review
2981,Sales Rep,North,Partner,EditLead,7,1,19,Managed,4,86.59,0.223,False,43.73,Block
2982,Support,West,Email,CreateOpportunity,4,1,14,BYOD,5,86.79,0.144,True,54.79,Block
2983,Support,West,Partner,EditLead,11,1,14,Managed,3,71.77,0.142,False,41.57,Block
2984,Manager,North,Email,EditLead,5,0,12,Managed,1,90.33,0.286,True,58.46,Review
2985,Manager,North,Partner,ViewLead,5,0,21,BYOD,2,78.63,0.101,True,58.0,Review
2986,Sales Rep,East,Referral,CreateOpportunity,7,1,15,Managed,4,79.27,0.18,True,52.25,Block
2987,Support,West,Partner,ViewLead,3,0,9,Managed,3,78.34,0.22,True,53.92,Block
2988,Analyst,West,Referral,ExportCRM,3,0,17,Managed,3,79.99,0.406,False,39.84,Block
2989,Manager,South,Web,ApproveDiscount,10,1,14,BYOD,1,89.69,0.503,True,50.81,Block
2990,Analyst,North,Partner,EditLead,7,0,12,Managed,1,80.67,0.081,False,50.21,Block
2991,Manager,West,Email,ViewLead,6,0,19,Managed,2,70.05,0.223,True,51.95,Block
2992,Sales Rep,East,Partner,CreateOpportunity,7,0,22,BYOD,1,82.62,0.219,True,57.43,Block
2993,Manager,East,Partner,CreateOpportunity,2,1,6,BYOD,4,80.87,0.264,True,50.7,Block
2994,Sales Rep,North,Referral,CreateOpportunity,7,0,9,BYOD,2,98.47,0.21,True,62.23,Review
2995,Sales Rep,East,Referral,ViewLead,6,1,14,Managed,2,75.94,0.138,True,54.13,Block
2996,Sales Rep,North,Web,CreateOpportunity,4,0,7,Managed,5,92.13,0.139,True,58.77,Review
2997,Manager,South,Campaign,ViewLead,5,1,22,Managed,1,88.03,0.109,True,60.08,Review
2998,Sales Rep,North,Email,ViewLead,8,0,20,Managed,5,78.06,0.41,True,47.07,Block
2999,Admin,North,Web,ViewLead,8,0,14,Managed,1,88.87,0.145,True,61.47,Review
3000,Sales Rep,West,Web,ViewLead,6,0,21,Managed,5,69.63,0.208,True,49.16,Block
3001,Analyst,West,Web,CreateOpportunity,6,2,9,BYOD,4,77.51,0.123,True,51.07,Block
3002,Support,South,Referral,DeleteLead,4,1,7,Managed,3,69.96,0.236,False,38.59,Block
3003,Sales Rep,East,Campaign,CreateOpportunity,5,0,16,BYOD,1,67.22,0.147,True,53.84,Block
3004,Admin,North,Email,ApproveDiscount,9,0,16,Managed,5,76.42,0.149,True,53.03,Block
3005,Sales Rep,North,Web,EditLead,9,0,11,Managed,4,80.99,0.046,False,48.21,Block
3006,Manager,North,Campaign,ViewLead,6,1,20,Managed,1,86.34,0.13,True,58.96,Review
3007,Analyst,West,Web,ApproveDiscount,7,0,9,Managed,5,62.64,0.195,False,37.04,Block
3008,Admin,North,Partner,EditLead,5,1,10,Managed,2,86.27,0.126,True,58.05,Review
3009,Admin,West,Referral,EditLead,4,2,9,Managed,4,81.69,0.43,True,44.84,Block
3010,Sales Rep,South,Web,EditLead,3,1,19,Managed,1,76.96,0.116,False,46.04,Block
3011,Support,North,Email,CreateOpportunity,8,1,6,Managed,5,65.82,0.596,True,36.12,Block
3012,Sales Rep,East,Campaign,CreateOpportunity,8,2,22,Managed,2,95.37,0.023,True,61.81,Review
3013,Admin,East,Email,CreateOpportunity,4,0,10,Managed,4,84.93,0.372,True,51.41,Block
3014,Support,South,Web,EditLead,5,0,7,Managed,4,69.76,0.386,False,35.76,Block
3015,Admin,West,Partner,EditLead,8,1,20,Managed,4,77.05,0.117,True,53.04,Block
3016,Sales Rep,West,Referral,ViewLead,8,1,9,Managed,3,84.97,0.207,True,54.55,Block
3017,Admin,South,Web,ViewLead,4,1,9,BYOD,3,91.83,0.283,True,55.06,Block
3018,Analyst,West,Web,ViewLead,9,1,6,Managed,3,86.51,0.129,True,57.07,Block
3019,Sales Rep,East,Email,ViewLead,3,0,12,Managed,1,69.58,0.287,True,51.18,Block
3020,Admin,South,Partner,ViewLead,4,1,15,Managed,2,61.79,0.068,True,50.92,Block
3021,Sales Rep,East,Web,CreateOpportunity,7,0,8,BYOD,3,83.27,0.443,True,50.06,Block
3022,Support,North,Email,ViewLead,8,0,8,Managed,3,87.05,0.243,True,56.39,Block
3023,Analyst,West,Referral,EditLead,12,1,13,Managed,5,78.14,0.103,False,42.77,Block
3024,Support,South,Referral,EditLead,6,0,8,Managed,1,89.03,0.14,False,51.65,Block
3025,Analyst,East,Campaign,EditLead,3,0,10,Managed,5,71.79,0.14,False,41.62,Block
3026,Analyst,North,Referral,EditLead,7,1,16,Managed,1,65.08,0.372,False,35.48,Block
3027,Sales Rep,North,Campaign,ApproveDiscount,4,0,16,BYOD,2,100.0,0.214,False,52.66,Block
3028,Sales Rep,East,Partner,EditLead,4,1,9,Managed,3,85.54,0.179,False,45.47,Block
3029,Sales Rep,North,Partner,EditLead,4,0,13,Managed,1,92.36,0.217,False,50.89,Block
3030,Sales Rep,East,Campaign,CreateOpportunity,4,0,17,Managed,4,85.72,0.184,True,56.39,Block
3031,Analyst,West,Email,ViewLead,3,1,8,Managed,1,66.21,0.048,True,53.96,Block
3032,Manager,North,Partner,EditLead,6,0,17,Managed,3,78.78,0.074,True,57.72,Block
3033,Analyst,West,Partner,ApproveDiscount,5,0,13,Managed,1,78.68,0.029,False,50.81,Block
3034,Sales Rep,West,Referral,ViewLead,5,0,13,Managed,2,74.08,0.263,True,52.35,Block
3035,Support,East,Web,CreateOpportunity,7,2,22,BYOD,4,88.57,0.217,True,52.58,Block
3036,Admin,West,Web,ViewLead,3,0,11,Managed,4,83.08,0.095,True,57.7,Block
3037,Admin,West,Email,CreateOpportunity,8,2,11,Managed,3,77.33,0.087,True,52.88,Block
3038,Support,West,Campaign,EditLead,3,0,10,Managed,4,85.38,0.058,False,49.43,Block
3039,Admin,South,Campaign,ApproveDiscount,6,0,12,BYOD,2,88.46,0.099,True,61.48,Review
3040,Analyst,West,Campaign,EditLead,2,1,10,Managed,2,86.62,0.087,False,49.14,Block
3041,Sales Rep,West,Partner,CreateOpportunity,8,2,7,Managed,1,70.32,0.184,True,50.02,Block
3042,Analyst,West,Partner,ExportCRM,4,0,11,Managed,3,81.89,0.361,False,41.64,Block
3043,Analyst,South,Referral,ViewLead,2,0,6,Managed,5,93.91,0.18,True,58.37,Review
3044,Analyst,West,Email,EditLead,3,0,8,BYOD,3,83.48,0.324,False,43.11,Block
3045,Manager,West,Campaign,ApproveDiscount,7,1,6,Managed,3,76.36,0.224,True,51.14,Block
3046,Manager,North,Campaign,EditLead,10,0,20,Managed,3,71.59,0.232,True,51.25,Block
3047,Sales Rep,South,Campaign,CreateOpportunity,5,0,6,Managed,5,77.13,0.411,True,46.72,Block
3048,Sales Rep,South,Campaign,ViewLead,10,1,18,Managed,2,76.09,0.09,True,55.37,Block
3049,Manager,South,Email,ViewLead,4,0,11,Managed,2,60.63,0.162,True,50.16,Block
3050,Manager,North,Web,CreateOpportunity,3,0,17,Managed,4,84.45,0.231,True,54.77,Block
3051,Manager,North,Campaign,ViewLead,9,2,11,Managed,3,75.73,0.281,True,47.49,Block
3052,Sales Rep,East,Web,ViewLead,0,0,18,Managed,2,82.77,0.288,True,54.77,Block
3053,Sales Rep,South,Web,CreateOpportunity,8,1,6,Managed,2,78.0,0.267,True,51.63,Block
3054,Sales Rep,South,Campaign,ApproveDiscount,5,0,6,Managed,3,75.43,0.128,False,45.2,Block
3055,Sales Rep,West,Referral,EditLead,4,2,8,Managed,5,84.69,0.127,False,42.46,Block
3056,Sales Rep,North,Campaign,EditLead,9,2,6,BYOD,1,70.83,0.104,False,42.2,Block
3057,Manager,South,Campaign,CreateOpportunity,2,0,7,BYOD,1,85.65,0.122,True,60.94,Review
3058,Support,East,Partner,ViewLead,7,0,11,Managed,4,74.41,0.091,True,54.76,Block
3059,Sales Rep,East,Campaign,EditLead,4,0,9,BYOD,4,89.43,0.118,False,49.34,Block
3060,Sales Rep,East,Campaign,EditLead,5,0,13,BYOD,1,86.09,0.325,False,46.0,Block
3061,Manager,North,Campaign,CreateOpportunity,9,1,16,Managed,2,86.48,0.229,True,55.53,Block
3062,Support,East,Web,DeleteLead,6,1,13,Managed,2,100.0,0.289,False,48.78,Block
3063,Sales Rep,South,Campaign,ViewLead,5,0,8,Managed,5,96.8,0.565,True,49.77,Block
3064,Sales Rep,West,Email,ViewLead,5,2,7,Managed,5,80.33,0.166,True,49.95,Block
3065,Analyst,North,Email,CreateOpportunity,4,0,19,Managed,3,100.0,0.148,True,63.3,Review
3066,Analyst,West,Email,EditLead,10,0,15,Managed,2,79.44,0.085,False,48.67,Block
3067,Manager,East,Partner,CreateOpportunity,4,1,17,Managed,1,78.33,0.231,True,53.65,Block
3068,Manager,West,Referral,CreateOpportunity,6,0,19,Managed,3,93.66,0.013,True,64.45,Review
3069,Analyst,North,Email,ViewLead,1,0,6,Managed,1,89.99,0.13,True,62.24,Review
3070,Manager,South,Partner,ViewLead,5,1,11,Managed,3,100.0,0.109,True,62.27,Review
3071,Analyst,East,Email,ExportCRM,6,1,14,Managed,5,85.24,0.211,False,42.55,Block
3072,Support,South,Email,CreateOpportunity,7,0,17,BYOD,2,74.45,0.219,True,53.57,Block
3073,Sales Rep,North,Email,ViewLead,7,1,8,Managed,3,75.82,0.042,True,55.48,Block
3074,Support,East,Referral,CreateOpportunity,4,0,7,Managed,2,64.22,0.297,True,48.04,Block
3075,Support,East,Referral,CreateOpportunity,10,1,7,Managed,4,65.84,0.549,True,38.31,Block
3076,Manager,East,Email,ExportCRM,5,0,13,Managed,2,74.22,0.303,True,51.4,Block
3077,Sales Rep,South,Campaign,ApproveDiscount,4,0,19,Managed,5,72.59,0.202,False,40.37,Block
3078,Sales Rep,South,Web,ViewLead,7,1,14,Managed,1,71.45,0.034,True,56.17,Block
3079,Sales Rep,North,Campaign,CreateOpportunity,6,0,18,Managed,5,83.7,0.46,True,47.79,Block
3080,Admin,South,Web,ViewLead,9,0,13,BYOD,4,85.42,0.291,True,53.61,Block
3081,Sales Rep,West,Campaign,ViewLead,4,0,17,Managed,1,87.65,0.283,True,57.61,Block
3082,Support,West,Email,EditLead,2,0,14,Managed,5,77.22,0.248,False,40.83,Block
3083,Sales Rep,West,Referral,ExportCRM,8,1,9,Managed,2,67.57,0.19,False,39.91,Block
3084,Sales Rep,North,Email,ViewLead,5,0,17,Managed,4,81.28,0.474,True,47.6,Block
3085,Sales Rep,West,Referral,EditLead,5,0,10,Managed,5,88.87,0.259,False,44.63,Block
3086,Admin,West,Referral,EditLead,5,0,10,Managed,5,80.73,0.452,True,46.95,Block
3087,Manager,West,Email,ViewLead,6,0,11,Managed,5,87.06,0.085,True,58.35,Review
3088,Support,East,Email,ViewLead,4,0,12,Managed,1,91.55,0.236,True,60.14,Review
3089,Sales Rep,South,Referral,EditLead,3,2,16,Managed,2,72.09,0.245,False,38.12,Block
3090,Analyst,South,Web,EditLead,7,2,9,Managed,1,77.93,0.098,False,44.82,Block
3091,Manager,West,Campaign,ApproveDiscount,7,1,20,Managed,3,69.83,0.172,True,50.13,Block
3092,Manager,South,Referral,DeleteLead,5,1,14,BYOD,2,74.48,0.391,False,37.28,Block
3093,Support,South,Referral,ExportCRM,6,1,16,Managed,5,87.17,0.47,False,36.76,Block
3094,Analyst,South,Web,ViewLead,8,1,21,Managed,4,79.03,0.035,True,55.79,Block
3095,Manager,West,Partner,ViewLead,2,1,12,BYOD,2,89.35,0.332,True,53.97,Block
3096,Manager,West,Referral,ViewLead,5,2,7,Managed,4,79.37,0.413,True,44.46,Block
3097,Analyst,East,Campaign,ViewLead,7,0,22,Managed,5,67.73,0.137,True,50.29,Block
3098,Analyst,East,Partner,EditLead,7,0,11,BYOD,3,86.49,0.501,False,39.75,Block
3099,Admin,West,Email,EditLead,2,0,11,Managed,5,85.89,0.212,True,54.75,Block
3100,Sales Rep,West,Email,ExportCRM,2,1,11,Managed,2,71.81,0.301,False,38.61,Block
3101,Support,East,Referral,ViewLead,8,0,18,Managed,2,79.32,0.346,True,52.11,Block
3102,Sales Rep,East,Web,CreateOpportunity,6,0,11,Managed,4,79.3,0.214,True,53.42,Block
3103,Sales Rep,East,Campaign,ViewLead,7,0,19,Managed,3,94.35,0.367,True,55.85,Block
3104,Support,North,Web,CreateOpportunity,5,1,11,Managed,2,89.6,0.226,True,56.71,Block
3105,Support,North,Referral,EditLead,5,0,11,Managed,1,70.95,0.181,False,44.32,Block
3106,Admin,West,Campaign,ViewLead,5,1,20,Managed,4,86.91,0.138,True,55.96,Block
3107,Sales Rep,East,Referral,CreateOpportunity,6,0,7,BYOD,3,68.99,0.25,True,49.89,Block
3108,Manager,South,Web,EditLead,4,0,15,Managed,1,86.1,0.274,True,57.28,Block
3109,Analyst,North,Web,CreateOpportunity,3,1,8,Managed,2,83.65,0.161,True,56.24,Block
3110,Sales Rep,South,Partner,ExportCRM,2,0,10,Managed,4,72.7,0.21,False,41.2,Block
3111,Sales Rep,South,Campaign,CreateOpportunity,11,0,7,Managed,1,64.98,0.224,True,51.14,Block
3112,Support,South,Campaign,EditLead,3,0,7,Managed,3,87.46,0.066,False,50.96,Block
3113,Manager,West,Web,EditLead,7,0,19,BYOD,4,89.02,0.154,True,58.31,Review
3114,Sales Rep,East,Web,ViewLead,5,0,16,Managed,2,79.26,0.435,True,49.86,Block
3115,Sales Rep,West,Web,EditLead,16,1,19,Managed,2,76.2,0.096,False,45.26,Block
3116,Admin,South,Email,CreateOpportunity,9,0,9,Managed,5,73.84,0.407,True,45.66,Block
3117,Sales Rep,North,Campaign,ViewLead,6,0,12,Managed,4,84.31,0.229,True,54.77,Block
3118,Sales Rep,East,Web,ApproveDiscount,5,0,12,Managed,4,87.53,0.234,False,45.79,Block
3119,Manager,West,Partner,EditLead,5,1,19,BYOD,1,71.93,0.362,True,48.13,Block
3120,Manager,South,Referral,ExportCRM,7,1,11,Managed,1,78.53,0.231,True,53.71,Block
3121,Analyst,West,Web,EditLead,6,0,16,Managed,5,58.81,0.148,False,36.89,Block
3122,Manager,North,Campaign,ExportCRM,7,0,12,Managed,2,73.16,0.092,True,56.3,Block
3123,Sales Rep,South,Referral,EditLead,9,0,20,Managed,3,73.88,0.082,False,45.8,Block
3124,Sales Rep,West,Email,ViewLead,3,1,17,Managed,3,83.33,0.357,True,50.23,Block
3125,Analyst,West,Partner,ViewLead,8,1,6,Managed,3,99.54,0.095,True,62.47,Review
3126,Analyst,East,Email,EditLead,5,0,10,Managed,5,66.03,0.108,False,40.41,Block
3127,Sales Rep,West,Email,ViewLead,9,0,19,Managed,3,95.29,0.436,True,54.45,Block
3128,Sales Rep,North,Web,EditLead,7,0,13,Managed,3,74.3,0.063,False,46.44,Block
3129,Admin,East,Campaign,CreateOpportunity,6,2,14,Managed,4,78.72,0.151,True,50.79,Block
3130,Analyst,South,Referral,CreateOpportunity,6,1,6,BYOD,1,92.97,0.467,True,52.86,Block
3131,Manager,South,Campaign,EditLead,8,1,14,Managed,1,96.79,0.058,True,64.43,Review
3132,Sales Rep,West,Web,ViewLead,3,0,20,Managed,5,77.09,0.272,True,50.19,Block
3133,Sales Rep,South,Campaign,ViewLead,5,0,18,Managed,4,94.63,0.044,True,63.03,Review
3134,Analyst,East,Campaign,ViewLead,7,0,19,BYOD,2,74.42,0.243,True,52.97,Block
3135,Admin,West,Email,EditLead,10,1,8,Managed,3,78.76,0.027,True,56.88,Block
3136,Support,North,Partner,EditLead,4,1,22,Managed,5,76.58,0.072,False,43.0,Block
3137,Sales Rep,North,Email,EditLead,5,1,11,Managed,1,94.45,0.171,False,50.79,Block
3138,Sales Rep,East,Referral,ViewLead,8,0,20,Managed,5,67.67,0.135,True,50.32,Block
3139,Sales Rep,East,Email,EditLead,3,0,19,Managed,1,79.02,0.303,False,44.08,Block
3140,Sales Rep,South,Campaign,ViewLead,5,0,19,Managed,2,73.19,0.18,True,54.11,Block
3141,Sales Rep,West,Campaign,ExportCRM,9,1,12,Managed,4,80.15,0.15,False,43.3,Block
3142,Manager,North,Partner,ApproveDiscount,5,0,11,Managed,4,82.89,0.103,True,57.43,Block
3143,Manager,West,Partner,ExportCRM,9,0,8,Managed,5,86.9,0.276,True,53.52,Block
3144,Manager,West,Referral,ViewLead,5,0,16,Managed,1,99.64,0.467,True,57.2,Block
3145,Sales Rep,South,Partner,EditLead,3,1,15,Managed,2,86.08,0.147,False,47.44,Block
3146,Admin,West,Campaign,ViewLead,6,1,16,Managed,3,80.33,0.332,True,49.82,Block
3147,Analyst,East,Partner,ViewLead,9,2,9,Managed,1,87.47,0.109,True,57.89,Block
3148,Sales Rep,West,Web,EditLead,6,2,18,Managed,4,81.92,0.066,False,44.03,Block
3149,Sales Rep,West,Email,ViewLead,7,0,7,Managed,4,91.49,0.537,True,49.61,Block
3150,Analyst,North,Campaign,ViewLead,8,1,11,Managed,5,79.82,0.098,True,53.48,Block
3151,Analyst,North,Partner,CreateOpportunity,4,0,11,Managed,5,70.9,0.359,True,45.85,Block
3152,Sales Rep,East,Email,CreateOpportunity,8,0,13,Managed,4,78.25,0.058,True,56.94,Block
3153,Analyst,North,Partner,EditLead,13,0,15,Managed,2,91.85,0.33,False,46.9,Block
3154,Manager,East,Email,ViewLead,5,0,13,BYOD,1,90.9,0.115,True,62.94,Review
3155,Admin,South,Referral,ViewLead,5,1,6,Managed,3,71.11,0.167,True,50.71,Block
3156,Analyst,West,Campaign,ViewLead,9,0,18,Managed,1,83.04,0.068,True,61.36,Review
3157,Admin,West,Email,ViewLead,6,0,14,BYOD,5,72.88,0.413,True,45.19,Block
3158,Sales Rep,East,Email,EditLead,6,0,22,Managed,3,100.0,0.342,False,48.45,Block
3159,Admin,South,Web,DeleteLead,6,1,8,Managed,5,69.87,0.128,True,49.26,Block
3160,Sales Rep,West,Partner,CreateOpportunity,3,0,6,Managed,4,93.11,0.292,True,56.28,Block
3161,Support,East,Email,ExportCRM,5,0,16,BYOD,5,89.87,0.379,False,41.98,Block
3162,Manager,North,Web,EditLead,4,0,14,BYOD,5,91.59,0.203,True,56.98,Block
3163,Support,South,Partner,ViewLead,6,1,6,Managed,4,87.39,0.084,True,57.48,Block
3164,Analyst,North,Campaign,ViewLead,6,2,10,Managed,3,64.32,0.155,True,46.65,Block
3165,Sales Rep,North,Email,ViewLead,2,0,7,Managed,1,76.74,0.177,True,56.43,Block
3166,Manager,West,Email,EditLead,5,0,19,Managed,3,79.97,0.39,True,50.23,Block
3167,Analyst,East,Web,ExportCRM,6,1,6,Managed,5,100.0,0.302,False,45.46,Block
3168,Manager,East,Partner,ViewLead,8,4,20,Managed,1,100.0,0.219,True,55.52,Block
3169,Sales Rep,North,Campaign,ApproveDiscount,6,0,9,Managed,4,93.84,0.266,False,47.19,Block
3170,Support,South,Campaign,EditLead,4,1,10,Managed,1,85.14,0.223,False,46.24,Block
3171,Manager,North,Email,ExportCRM,2,0,20,Managed,2,82.68,0.174,True,57.6,Block
3172,Support,West,Email,ExportCRM,6,0,14,Managed,2,78.78,0.24,False,44.57,Block
3173,Sales Rep,West,Email,ExportCRM,2,0,16,BYOD,4,86.19,0.296,False,43.77,Block
3174,Support,North,Email,ViewLead,5,0,15,BYOD,2,88.32,0.273,True,57.09,Block
3175,Sales Rep,East,Email,EditLead,8,1,6,Managed,2,85.61,0.3,False,43.46,Block
3176,Support,West,Referral,ViewLead,8,0,11,Managed,3,100.0,0.104,True,64.41,Review
3177,Manager,West,Web,ViewLead,7,0,18,Managed,4,64.73,0.244,True,47.57,Block
3178,Sales Rep,East,Email,EditLead,8,1,10,BYOD,3,69.09,0.224,False,38.57,Block
3179,Sales Rep,East,Email,DeleteLead,7,0,19,Managed,1,80.47,0.276,False,45.27,Block
3180,Admin,West,Referral,CreateOpportunity,9,2,14,Managed,2,88.77,0.197,True,55.14,Block
3181,Support,East,Partner,EditLead,8,0,9,Managed,5,72.03,0.334,False,36.86,Block
3182,Manager,West,Email,EditLead,9,0,14,BYOD,4,89.57,0.353,True,53.53,Block
3183,Manager,South,Email,ViewLead,8,0,7,Managed,4,84.35,0.477,True,48.61,Block
3184,Admin,West,Referral,EditLead,3,0,10,Managed,3,79.5,0.457,True,48.41,Block
3185,Manager,West,Email,ViewLead,2,0,7,BYOD,2,85.82,0.111,True,60.25,Review
3186,Admin,West,Email,ViewLead,7,0,19,Managed,2,80.93,0.115,True,58.45,Review
3187,Sales Rep,West,Campaign,ViewLead,7,0,20,BYOD,5,82.76,0.301,True,51.45,Block
3188,Manager,South,Email,CreateOpportunity,5,0,18,Managed,5,96.34,0.056,True,62.31,Review
3189,Support,South,Partner,ApproveDiscount,4,0,13,Managed,5,66.91,0.085,False,41.31,Block
3190,Analyst,West,Partner,EditLead,7,0,21,Managed,2,69.56,0.172,False,43.06,Block
3191,Sales Rep,West,Web,ViewLead,10,3,13,Managed,2,85.85,0.07,True,55.29,Block
3192,Sales Rep,East,Partner,CreateOpportunity,3,2,9,Managed,5,70.71,0.192,True,45.95,Block
3193,Manager,South,Partner,ViewLead,6,2,10,Managed,1,89.35,0.249,True,55.05,Block
3194,Sales Rep,North,Referral,ViewLead,5,1,20,BYOD,2,86.17,0.338,True,52.71,Block
3195,Analyst,North,Referral,CreateOpportunity,5,0,13,BYOD,3,100.0,0.263,True,60.42,Review
3196,Analyst,North,Email,ViewLead,7,0,6,Managed,5,94.49,0.168,True,58.86,Review
3197,Manager,South,Partner,EditLead,9,2,7,Managed,5,72.58,0.057,True,49.99,Block
3198,Manager,East,Campaign,ViewLead,5,0,10,Managed,1,80.71,0.085,True,60.13,Review
3199,Sales Rep,South,Web,EditLead,3,2,13,Managed,2,69.25,0.13,False,40.0,Block
3200,Sales Rep,West,Campaign,EditLead,3,0,9,Managed,3,97.43,0.183,False,51.53,Block
3201,Manager,West,Email,ApproveDiscount,9,2,7,Managed,3,61.89,0.183,True,45.08,Block
3202,Manager,South,Web,ViewLead,10,0,17,Managed,1,68.41,0.166,True,53.78,Block
3203,Manager,West,Campaign,ViewLead,6,0,22,Managed,3,79.51,0.067,True,58.16,Review
3204,Support,South,Referral,CreateOpportunity,7,0,6,Managed,3,86.18,0.068,True,60.45,Review
3205,Manager,North,Email,ViewLead,10,0,8,Managed,4,70.03,0.165,True,51.4,Block
3206,Admin,East,Campaign,ViewLead,8,0,7,Managed,4,73.47,0.273,True,49.88,Block
3207,Sales Rep,South,Web,EditLead,5,0,17,Managed,4,80.83,0.179,False,44.81,Block
3208,Sales Rep,South,Web,ViewLead,2,2,16,BYOD,5,96.99,0.259,True,53.49,Block
3209,Manager,North,Partner,ViewLead,9,0,21,Managed,4,64.67,0.156,True,49.74,Block
3210,Sales Rep,East,Email,CreateOpportunity,3,0,15,Managed,4,80.63,0.139,True,55.74,Block
3211,Sales Rep,North,Referral,EditLead,5,0,6,Managed,5,64.57,0.252,False,36.29,Block
3212,Manager,South,Email,ViewLead,4,0,8,BYOD,1,84.4,0.336,True,55.14,Block
3213,Admin,West,Campaign,ViewLead,9,0,8,Managed,1,76.97,0.329,True,52.73,Block
3214,Support,East,Web,EditLead,5,1,13,BYOD,2,68.97,0.092,False,42.83,Block
3215,Support,East,Web,ViewLead,9,2,18,Managed,3,75.89,0.323,True,46.49,Block
3216,Sales Rep,North,Partner,CreateOpportunity,7,2,22,Managed,3,73.87,0.227,True,48.19,Block
